,url,publication_dt,byline,book_title,book_author,summary,uuid,uri,isbn13
4,http://www.nytimes.com/2006/10/29/books/review/Schillinger.t.html,2006-10-29,LIESL SCHILLINGER,One Good Turn,Kate Atkinson,"In Kate Atkinson’s literary thrillers, even the innocent bystanders aren’t so innocent.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316012829']
5,http://www.nytimes.com/2006/09/28/books/28masl.html,2006-09-28,JANET MASLIN,One Good Turn,Kate Atkinson,"An incident of road rage sets off Kate Atkinson’s new novel, which manipulates multiple story lines involving a cast of off-balance characters.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316012829']
6,http://www.nytimes.com/2008/09/22/books/22masl.html,2008-09-22,JANET MASLIN,When Will There Be Good News?,Kate Atkinson,"Kate Atkinson has written a deliciously underhanded, echo-filled novel.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316012836']
7,http://www.nytimes.com/2008/10/12/books/review/Schappell-t.html,2008-10-12,ELISSA SCHAPPELL,When Will There Be Good News?,Kate Atkinson,"A country murder, a train crash, a missing mother: everything collides in Kate Atkinson’s latest Jackson Brodie mystery.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316012836']
8,http://www.nytimes.com/2013/04/28/books/review/life-after-life-by-kate-atkinson.html,2013-04-28,FRANCINE PROSE,Life After Life,Kate Atkinson,Kate Atkinson’s novel follows the many alternate courses her protagonist’s destiny might have taken.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316176491']
9,http://www.nytimes.com/1996/03/31/books/yorkshire-terrors.html,1996-03-31,BEN MACINTYRE,Behind the Scenes at the Museum,Kate Atkinson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312139285']
10,http://www.nytimes.com/2000/06/25/books/you-go-first-no-you.html,2000-06-25,STEPHANIE ZACHAREK,Emotionally Weird,KATE ATKINSON,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385409551']
11,http://www.nytimes.com/2004/11/15/books/15masl.html,2004-11-15,JANET MASLIN,Case Histories: A Novel,Kate Atkinson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316740401']
12,http://www.nytimes.com/2004/12/05/books/review/05CAREYL.html,2004-12-05,JACQUELINE CAREY,Case Histories: A Novel,Kate Atkinson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316740401']
13,http://www.nytimes.com/2015/05/10/books/review/kate-atkinsons-a-god-in-ruins.html,2015-05-10,TOM PERROTTA,A God in Ruins,Kate Atkinson,"Tom Perrotta reviews Kate Atkinson’s ambitious new novel, which tells the story of postwar Britain through the microcosm of a single family.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780316176538', '9780316341554']"
14,https://www.nytimes.com/2018/09/25/books/review/kate-atkinson-transcription.html,2018-09-25,JENNIFER EGAN,Transcription,Kate Atkinson,"In Kate Atkinson’s “Transcription,” a naïve young secretary lands in the middle of a clandestine fifth-column operation run by MI5.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316176637']
15,https://www.nytimes.com/2019/06/17/books/review/kate-atkinson-jackson-brodie-big-sky.html,2019-06-17,JANET MASLIN,Big Sky,Kate Atkinson,"Human trafficking lies somewhere beneath the polite socializing in Kate Atkinson’s latest Jackson Brodie mystery, “Big Sky.”",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316523097']
0,http://www.nytimes.com/2009/10/04/books/review/Hitchens-t.html,2009-10-04,CHRISTOPHER HITCHENS,Nocturnes,Kazuo Ishiguro,Five first-person tales of human emotion in the waning hours of light.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307455789']
1,http://www.nytimes.com/2015/03/01/books/review/kazuo-ishiguros-the-buried-giant.html,2015-03-01,NEIL GAIMAN,The Buried Giant,Kazuo Ishiguro,"Neil Gaiman reviews Kazuo Ishiguro’s “The Buried Giant,” a quest narrative set in a mythical time of ogres, sprites and dragons.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307271037', '9780385353229', '9780739381786']"
2,http://www.nytimes.com/1986/06/08/books/after-the-war-was-lost.html,1986-06-08,KATHRYN MORTON,An Artist of the Floating World,Kazuo Ishiguro,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780399131196']
3,http://www.nytimes.com/1995/10/17/books/books-of-the-times-from-kazuo-ishiguro-a-new-annoying-hero.html,1995-10-17,MICHIKO KAKUTANI,The Unconsoled,Kazuo Ishiguro,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780679404255']
0,http://www.nytimes.com/2002/06/09/books/how-the-other-half-lives.html,2002-06-09,WARD JUST,Emperor of Ocean Park,Stephen L. Carter,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781415951002']
1,http://www.nytimes.com/1994/05/31/books/books-of-the-times-choosing-leaders-wisely-and-not.html,1994-05-31,MICHIKO KAKUTANI,Confirmation Mess : Cleaning up the Federal Appointments Process,Stephen L. Carter,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780465007653']
2,http://www.nytimes.com/1993/09/28/books/books-of-the-times-rewriting-religion-s-role-for-the-political-arena.html,1993-09-28,MICHIKO KAKUTANI,Culture of Disbelief : How American Law and Politics Trivialize Religious Devotion,Stephen L. Carter,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385474986']
3,http://www.nytimes.com/2000/11/26/books/if-you-re-devout-get-out.html,2000-11-26,BRENT STAPLES,God's Name in Vain : The Wrongs and Rights of Religion in Politics,Stephen L. Carter,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780465008872']
4,http://www.nytimes.com/2008/07/14/books/14masl.html,2008-07-14,JANET MASLIN,Palace Council,Stephen L. Carter,"This book is couched as a paranoid thriller with serious historical ramifications. That’s not an impossible combination, but it’s an awkward one.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781616791063']
5,http://www.nytimes.com/2008/07/20/books/review/Mallon-t.html,2008-07-20,THOMAS MALLON,Palace Council,Stephen L. Carter,Stephen L. Carter’s new thriller involves a clandestine fraternity that works to subvert democracy.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781616791063']
6,http://www.nytimes.com/2011/01/30/books/review/Traub-t.html,2011-01-30,JAMES TRAUB,The Violence of Peace,Stephen L. Carter,A Yale law professor argues that under President Obama the current war on terror still betrays the principles of “just war” theory.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780984295173']
7,http://www.nytimes.com/1991/09/01/books/is-there-a-correct-way-to-be-black.html,1991-09-01,DAVID J. GARROW,Reflections of an Affirmative Action Baby,Stephen L. Carter,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780465068692', '9780465068715']"
8,http://www.nytimes.com/1998/05/10/books/liberalism-isn-t-everything.html,1998-05-10,MICHAEL LIND,"The Dissent of the Governed : A Meditation on Law, Religion, and Loyalty",Stephen L. Carter,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780674212657', '9780674212664']"
9,http://www.nytimes.com/2002/06/04/books/books-of-the-times-an-elite-black-family-haunted-by-a-secret-history.html,2002-06-04,MICHIKO KAKUTANI,The Emperor of Ocean Park,Stephen L. Carter,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780375413636']
10,https://www.nytimes.com/2018/12/07/books/review/invisible-stepehn-carter-eunice-hunton-carter-biography.html,2018-12-07,SARAH WEINMAN,Invisible: The Forgotten Story of the Black Woman Lawyer Who Took Down America’s Most Powerful Mobster,Stephen L. Carter,"With “Invisible: The Forgotten Story of the Black Woman Lawyer Who Took Down America’s Most Powerful Mobster,” Stephen L. Carter celebrates his extraordinary grandmother.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781250121974']
0,http://www.nytimes.com/2004/02/08/books/children-s-books-178187.html,2004-02-08,SCOTT VEALE,Amulet of Samarkand,Jonathan Stroud,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781446480007']
1,http://www.nytimes.com/2013/10/13/books/review/the-clockwork-scarab-and-the-screaming-staircase.html,2013-10-13,ALEXANDRA MULLEN,THE SCREAMING STAIRCASE,Jonathan Stroud,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781423164913']
0,http://www.nytimes.com/1987/06/07/books/science-fiction.html,1987-06-07,GERALD JONAS,Lincoln's Dreams,Connie Willis,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312942885']
1,http://www.nytimes.com/1992/08/02/books/science-fiction.html,1992-08-02,GERALD JONAS,Doomsday Book,Connie Willis,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780613922555']
0,http://www.nytimes.com/1988/07/24/books/science-fiction.html,1988-07-24,GERALD JONAS,At Winter's End,Robert Silverberg,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780446513845']
1,http://www.nytimes.com/1991/12/15/books/science-fiction.html,1991-12-15,GERALD JONAS,The Face of the Waters,Robert Silverberg,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780553075922', '9780553075984']"
2,http://www.nytimes.com/1993/03/14/books/science-fiction.html,1993-03-14,GERALD JONAS,Kingdoms of the Wall,Robert Silverberg,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553093094']
3,http://www.nytimes.com/1994/03/13/books/science-fiction.html,1994-03-13,GERALD JONAS,Hot Sky at Midnight,Robert Silverberg,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553092486']
4,http://www.nytimes.com/1996/06/30/books/science-fiction.html,1996-06-30,GERALD JONAS,STARBORNE (Bantam Spectra Book),Robert Silverberg,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553102642']
5,http://www.nytimes.com/2003/06/15/books/science-fiction.html,2003-06-15,GERALD JONAS,Roma Eterna,Robert Silverberg,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780380978595']
0,http://www.nytimes.com/2000/02/27/books/science-fiction.html,2000-02-27,GERALD JONAS,Martian Race,Gregory Benford,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780446526333']
1,http://www.nytimes.com/1988/04/24/books/science-fiction.html,1988-04-24,GERALD JONAS,Great Sky River,Gregory Benford,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553273182']
2,http://www.nytimes.com/1997/04/06/books/science-fiction.html,1997-04-06,GERALD JONAS,Foundation's Fear (Second Foundation Trilogy),Gregory Benford,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061052439']
0,https://www.nytimes.com/2017/10/25/books/review/naomi-alderman-power.html,2017-10-25,AMAL EL-MOHTAR,The Power,Naomi Alderman,"In “The Power,” by Naomi Alderman, women gain the ability to harness a dangerous electricity and the world starts to change in their favor.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316547611']
0,https://www.nytimes.com/2020/05/16/books/review/bloom-kenneth-oppel.html,2020-05-16,Daniel Kraus,Bloom,Kenneth Oppel,"In Kenneth Oppel’s “Bloom,” three meek teenagers seem poised to inherit the earth. But what kind of earth will it be?",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781524773007']
0,http://www.nytimes.com/2003/06/16/books/books-of-the-times-jonah-and-a-whale-awash-in-pastrami-on-rye.html,2003-06-16,JANET MASLIN,"Fluke : Or, I Know Why the Winged Whale Sings",Christopher Moore,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780380978410']
1,http://www.nytimes.com/2007/01/15/books/15masl.html,2007-01-15,JANET MASLIN,You Suck: A Love Story,Christopher Moore,Christopher Moore’s book is sure to appeal to anyone who shares the author’s ideas of a fun-loving vampire’s priorities.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780060590307']
2,http://www.nytimes.com/2004/10/14/books/14masl.html,2004-10-14,JANET MASLIN,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,Christopher Moore,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780060590253']
3,http://www.nytimes.com/2006/03/20/books/20masl.html,2006-03-20,JANET MASLIN,A Dirty Job: A Novel,Christopher Moore,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780060590277']
0,http://www.nytimes.com/2010/09/12/books/review/Roiphe-t.html,2010-09-12,KATIE ROIPHE,Mockingjay,Suzanne Collins,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781407109374']
1,https://www.nytimes.com/2020/05/19/books/review/hunger-games-prequel-ballad-of-songbirds-and-snakes.html,2020-05-19,Sarah Lyall,The Ballad of Songbirds and Snakes,Suzanne Collins,"A teenage Coriolanus Snow stars in Suzanne Collins’s “The Ballad of Songbirds and Snakes,” which is every bit as violent and jarring as the first three books.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781338635171']
0,http://www.nytimes.com/2013/06/17/books/the-psychic-siblings-of-sisterland-by-curtis-sittenfeld.html,2013-06-17,MICHIKO KAKUTANI,Sisterland,Curtis Sittenfeld,"“Sisterland,” a new novel from Curtis Sittenfeld, centers on identical twin sisters with psychic powers who have chosen contrasting lifestyles.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307736604', '9780812980332', '9780812994407', '9781400068319']"
1,http://query.nytimes.com/gst/fullpage.html?res=9804E5DD1231F932A25751C1A9639C8B63,2005-12-11,IHSAN TAYLOR,Prep,Curtis Sittenfeld,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780345507297']
2,http://www.nytimes.com/2013/06/30/books/review/sisterland-a-novel-by-curtis-sittenfeld.html,2013-06-30,ANN LEARY,Sisterland,Curtis Sittenfeld,Twin sisters share a devastating secret in Curtis Sittenfeld’s novel.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780812980332']
3,http://www.nytimes.com/2006/05/18/books/18masl.html,2006-05-18,JANET MASLIN,The Man of My Dreams,Curtis Sittenfeld,"Curtis Sittenfeld's second novel charts boyfriends, therapists and pizza in high school, college and beyond.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780812975390']
4,http://www.nytimes.com/2008/08/31/books/review/Oates-t.html,2008-08-31,JOYCE CAROL OATES,American Wife,Curtis Sittenfeld,The life of this novel’s heroine -- a first lady who comes to realize that she has compromised her youthful ideals -- is conspicuously modeled on that of Laura Bush.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780812975406']
5,http://www.nytimes.com/2006/05/21/books/review/21dederer.html,2006-05-21,CLAIRE DEDERER,The Man of My Dreams,Curtis Sittenfeld,"Curtis Sittenfeld's second novel rejects the allure of old money, breeding and glamour.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780812975390']
6,http://www.nytimes.com/2005/01/16/books/review/16SCHAPPE.html,2005-01-16,ELISSA SCHAPPELL,Prep: A Novel,Curtis Sittenfeld,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781400062317']
7,http://www.nytimes.com/2016/05/01/books/review/eligible-curtis-sittenfelds-update-of-jane-austen.html,2016-05-01,SARAH LYALL,Eligible,Curtis Sittenfeld,Curtis Sittenfeld’s retelling of “Pride and Prejudice” finds Liz and Darcy sparring in a Cincinnati suburb.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307736642', '9780399566844', '9780399589522', '9780812997613', '9781400068326']"
